ContactId,PurchaseId,ProductId,PurchasedOn,TotalPrice,ActivityTypeDisplay,Subject
CNTID_1096,OPID_1230,3DPCF0015,6/9/2018,86,OnlinePurchase,Purchased a product online
CNTID_1098,OPID_1231,572,9/23/2017,132,OnlinePurchase,Purchased a product online
CNTID_1099,OPID_1232,5637146434,5/13/2017,68,OnlinePurchase,Purchased a product online
CNTID_1099,OPID_1233,CMPNTAutonomousBaseVirtuoso,5/9/2018,110,OnlinePurchase,Purchased a product online
CNTID_1099,OPID_1234,403,5/23/2018,216,OnlinePurchase,Purchased a product online
CNTID_1101,OPID_1235,542,6/24/2018,102,OnlinePurchase,Purchased a product online
CNTID_1101,OPID_1236,6,2/3/2019,134,OnlinePurchase,Purchased a product online
CNTID_1101,OPID_1237,464,2/6/2019,166,OnlinePurchase,Purchased a product online
CNTID_1102,OPID_1238,418,9/8/2018,54,OnlinePurchase,Purchased a product online
CNTID_1102,OPID_1239,380,12/10/2018,201,OnlinePurchase,Purchased a product online
CNTID_1103,OPID_1240,279,9/7/2017,147,OnlinePurchase,Purchased a product online
CNTID_1105,OPID_1241,77,3/14/2017,31,OnlinePurchase,Purchased a product online
CNTID_1106,OPID_1242,103,12/9/2018,176,OnlinePurchase,Purchased a product online
CNTID_1107,OPID_1243,539,1/23/2017,152,OnlinePurchase,Purchased a product online
CNTID_1107,OPID_1244,84,11/22/2018,114,OnlinePurchase,Purchased a product online
CNTID_1107,OPID_1245,614,12/28/2018,227,OnlinePurchase,Purchased a product online
CNTID_1107,OPID_1246,87,1/27/2019,164,OnlinePurchase,Purchased a product online
CNTID_1107,OPID_1247,510,1/30/2019,216,OnlinePurchase,Purchased a product online
CNTID_1108,OPID_1248,250,5/29/2018,131,OnlinePurchase,Purchased a product online
CNTID_1108,OPID_1249,5637146454,7/14/2018,230,OnlinePurchase,Purchased a product online
CNTID_1109,OPID_1250,6,9/15/2018,31,OnlinePurchase,Purchased a product online
CNTID_1109,OPID_1251,197,10/10/2018,31,OnlinePurchase,Purchased a product online
CNTID_1110,OPID_1252,591,6/30/2017,83,OnlinePurchase,Purchased a product online
CNTID_1110,OPID_1253,5637146324,7/9/2018,191,OnlinePurchase,Purchased a product online
CNTID_1110,OPID_1254,4,8/20/2018,31,OnlinePurchase,Purchased a product online
CNTID_1110,OPID_1255,334,12/28/2018,99,OnlinePurchase,Purchased a product online
CNTID_1110,OPID_1256,496,1/1/2019,98,OnlinePurchase,Purchased a product online
CNTID_1111,OPID_1257,675,12/19/2017,150,OnlinePurchase,Purchased a product online
CNTID_1111,OPID_1258,105,9/7/2018,62,OnlinePurchase,Purchased a product online
CNTID_1111,OPID_1259,13,11/26/2018,84,OnlinePurchase,Purchased a product online
CNTID_1112,OPID_1260,68,11/3/2017,65,OnlinePurchase,Purchased a product online
CNTID_1112,OPID_1261,20,11/6/2017,148,OnlinePurchase,Purchased a product online
CNTID_1112,OPID_1262,603,11/21/2018,209,OnlinePurchase,Purchased a product online
CNTID_1113,OPID_1263,391,5/4/2017,50,OnlinePurchase,Purchased a product online
CNTID_1113,OPID_1264,31,11/15/2017,115,OnlinePurchase,Purchased a product online
CNTID_1114,OPID_1265,101,10/20/2018,232,OnlinePurchase,Purchased a product online
CNTID_1114,OPID_1266,528,12/25/2018,54,OnlinePurchase,Purchased a product online
CNTID_1114,OPID_1267,260,12/31/2018,216,OnlinePurchase,Purchased a product online
CNTID_1115,OPID_1268,30,6/26/2018,39,OnlinePurchase,Purchased a product online
CNTID_1115,OPID_1269,525,12/2/2018,185,OnlinePurchase,Purchased a product online
CNTID_1115,OPID_1270,476,12/31/2018,84,OnlinePurchase,Purchased a product online
CNTID_1115,OPID_1271,274,1/25/2019,225,OnlinePurchase,Purchased a product online
CNTID_1115,OPID_1272,40,1/27/2019,119,OnlinePurchase,Purchased a product online
CNTID_1117,OPID_1273,5637146403,3/2/2017,153,OnlinePurchase,Purchased a product online
CNTID_1117,OPID_1274,626,1/6/2019,231,OnlinePurchase,Purchased a product online
CNTID_1118,OPID_1275,449,8/8/2018,1474,OnlinePurchase,Purchased a product online
CNTID_1118,OPID_1276,114,11/21/2018,1479,OnlinePurchase,Purchased a product online
CNTID_1118,OPID_1277,440,1/25/2019,1529,OnlinePurchase,Purchased a product online
CNTID_1118,OPID_1278,531,1/28/2019,1403,OnlinePurchase,Purchased a product online
CNTID_1118,OPID_1279,495,2/4/2019,1487,OnlinePurchase,Purchased a product online
CNTID_1119,OPID_1280,274,3/28/2018,88,OnlinePurchase,Purchased a product online
CNTID_1119,OPID_1281,609,11/8/2018,48,OnlinePurchase,Purchased a product online
CNTID_1119,OPID_1282,284,11/12/2018,37,OnlinePurchase,Purchased a product online
CNTID_1119,OPID_1283,497,1/9/2019,88,OnlinePurchase,Purchased a product online
CNTID_1120,OPID_1284,97,10/24/2018,126,OnlinePurchase,Purchased a product online
CNTID_1121,OPID_1285,557,9/11/2017,170,OnlinePurchase,Purchased a product online
CNTID_1121,OPID_1286,595,6/16/2018,230,OnlinePurchase,Purchased a product online
CNTID_1122,OPID_1287,174,9/10/2018,241,OnlinePurchase,Purchased a product online
CNTID_1122,OPID_1288,235,11/28/2018,158,OnlinePurchase,Purchased a product online
CNTID_1122,OPID_1289,CMPNTGripArrayMaestro,12/1/2018,177,OnlinePurchase,Purchased a product online
CNTID_1122,OPID_1290,588,1/16/2019,89,OnlinePurchase,Purchased a product online
CNTID_1122,OPID_1291,276,1/23/2019,167,OnlinePurchase,Purchased a product online
CNTID_1123,OPID_1292,5637146395,6/28/2017,203,OnlinePurchase,Purchased a product online
CNTID_1123,OPID_1293,670,6/15/2018,96,OnlinePurchase,Purchased a product online
CNTID_1124,OPID_1294,339,9/19/2018,117,OnlinePurchase,Purchased a product online
CNTID_1124,OPID_1295,571,9/29/2018,191,OnlinePurchase,Purchased a product online
CNTID_1124,OPID_1296,326,10/1/2018,227,OnlinePurchase,Purchased a product online
CNTID_1124,OPID_1297,638,1/5/2019,42,OnlinePurchase,Purchased a product online
CNTID_1126,OPID_1298,673,9/20/2017,179,OnlinePurchase,Purchased a product online
CNTID_1126,OPID_1299,SVCHRInspectionHealthCheck,3/29/2018,176,OnlinePurchase,Purchased a product online
CNTID_1126,OPID_1300,229,10/4/2018,243,OnlinePurchase,Purchased a product online
CNTID_1126,OPID_1301,597,1/2/2019,87,OnlinePurchase,Purchased a product online
CNTID_1128,OPID_1302,CMPNTPowerCMPNTMaestro,7/16/2017,136,OnlinePurchase,Purchased a product online
CNTID_1128,OPID_1303,P-01012-P4F4W1,5/26/2018,130,OnlinePurchase,Purchased a product online
CNTID_1128,OPID_1304,CMPNTAutonomousBaseMaestro,11/6/2018,243,OnlinePurchase,Purchased a product online
CNTID_1128,OPID_1305,5637146458,11/21/2018,68,OnlinePurchase,Purchased a product online
CNTID_1129,OPID_1306,507,8/7/2018,191,OnlinePurchase,Purchased a product online
CNTID_1129,OPID_1307,662,8/11/2018,116,OnlinePurchase,Purchased a product online
CNTID_1130,OPID_1308,235,9/27/2018,103,OnlinePurchase,Purchased a product online
